4.0,11.3,1000.0,2100.0,9,353.0,console
3.0,5.0,32.0,161.0,22,249.9,smartphone
1.0,7.0,8.0,310.0,6,78.0,tablet
16.0,15.6,131.61,1780.0,3,2930.0,laptop
3.0,5.5,32.0,158.5,35,139.9,smartphone
16.0,15.6,131.61,1890.0,26,1942.0,laptop
1.0,10.1,8.0,610.0,11,68.99,tablet
4.0,15.6,131.61,2000.0,2,193.5,laptop
6.0,6.39,128.0,205.56,29,995.0,smartphone
2.0,6.0,32.0,159.0,20,140.3,smartphone
8.0,15.6,256.0,2180.0,3,840.0,laptop
4.0,14.0,256.0,1700.0,10,777.0,laptop
1.0,5.0,8.0,146.25,15,59.99,smartphone
1.5,8.0,16.0,393.0,20,382.0,tablet
8.0,13.3,256.0,1560.0,10,999.0,laptop
2.0,10.1,32.0,509.0,10,249.65,tablet
4.0,15.6,131.61,2000.0,2,429.0,laptop
2.0,4.7,32.0,156.7,19,446.88,smartphone
2.0,10.1,32.0,1003.0,46,249.0,tablet
4.0,15.6,128.0,2100.0,10,629.9,laptop
4.0,5.93,64.0,167.86,29,199.85,smartphone
16.0,14.0,512.0,1360.0,3,1698.0,laptop
6.0,5.5,64.0,163.0,25,291.9,smartphone
16.0,15.4,512.0,1830.0,19,2727.96,laptop
1.0,7.0,8.0,310.0,6,78.0,tablet
4.0,15.6,256.0,2100.0,5,345.8,laptop
2.0,10.1,16.0,535.0,33,113.0,tablet
1.0,7.0,8.0,1016.32,7,44.6,tablet
3.0,5.5,32.0,161.5,13,318.0,smartphone
8.0,13.3,256.0,1100.0,10,891.0,laptop
4.0,15.6,256.0,1770.0,1,648.0,laptop
1.0,7.0,8.0,330.0,11,59.0,tablet
4.0,15.6,131.61,2290.0,3,398.0,laptop
2.0,10.1,16.0,535.0,33,113.0,tablet
8.0,17.3,131.61,4420.0,3,2139.0,laptop
8.0,15.6,256.0,2000.0,10,1199.0,laptop
3.0,5.99,32.0,157.99,25,129.73,smartphone
6.0,15.6,256.0,2200.0,10,539.0,laptop
3.0,10.5,32.0,534.0,20,278.65,tablet
1.0,5.0,8.0,149.25,20,92.01,smartphone
1.0,8.0,8.0,380.0,18,88.9,tablet
8.0,13.9,256.0,1380.0,10,998.0,laptop
8.0,11.3,1000.0,2100.0,9,379.5,console
1.0,8.0,8.0,330.0,11,74.89,tablet
4.0,15.6,128.0,2100.0,1,674.0,laptop
4.0,15.6,128.0,1900.0,10,469.0,laptop
6.0,6.2,64.0,164.4,20,655.96,smartphone
3.0,5.2,32.0,158.2,35,130.0,smartphone
16.0,15.6,131.61,2610.0,3,1469.0,laptop
4.85,2.4,8.0,142.6,22,58.99,smartphone
1.0,7.0,8.0,300.0,10,130.0,tablet
4.0,15.6,131.61,2100.0,5,224.0,laptop
1.0,10.1,8.0,557.0,11,72.5,tablet
4.0,10.1,64.0,665.0,10,549.0,tablet
4.0,11.3,500.0,2100.0,9,329.5,console
4.0,11.69,500.0,2900.0,17,265.0,console
1.0,7.0,8.0,330.0,22,83.0,tablet
8.0,15.6,131.61,2200.0,3,977.0,laptop
16.0,17.3,131.61,2900.0,2,1490.0,laptop
1.0,10.1,16.0,800.0,27,118.0,tablet
8.0,14.0,256.0,1300.0,2,1132.0,laptop
2.0,11.69,1000.0,3800.0,17,429.9,console
1.0,7.0,8.0,1016.32,47,74.99,tablet
1.0,8.0,16.0,348.0,22,109.0,tablet
2.0,5.0,16.0,150.5,2,205.9,smartphone
2.0,11.69,1000.0,3800.0,17,499.0,console
8.0,13.3,256.0,1380.0,1,1399.0,laptop
3.0,5.5,32.0,161.5,22,299.9,smartphone
6.0,15.6,256.0,1990.0,1,593.99,laptop
3.0,5.5,32.0,157.5,29,253.0,smartphone
4.0,15.6,131.61,2300.0,5,549.0,laptop
8.0,14.0,131.61,1700.0,10,499.99,laptop
6.0,6.0,64.0,168.0,2,355.0,smartphone
8.0,17.3,131.61,2800.0,3,929.0,laptop
4.85,7.0,8.0,516.0,7,43.9,tablet
16.0,15.6,512.0,2000.0,3,1295.0,laptop
4.0,15.6,256.0,2200.0,5,570.0,laptop
1.0,7.0,8.0,330.0,22,83.0,tablet
4.0,15.6,131.61,1930.0,3,868.0,laptop
1.0,7.0,8.0,300.0,10,130.0,tablet
4.0,6.4,64.0,168.8,10,399.0,smartphone
2.0,10.1,16.0,508.0,10,209.02,tablet
1.0,10.1,8.0,557.0,11,72.5,tablet
4.85,7.0,8.0,516.0,7,43.9,tablet
1.0,4.5,16.0,150.25,22,73.66,smartphone
4.0,13.5,128.0,1252.0,17,1010.0,laptop
4.0,11.3,1000.0,2100.0,9,359.0,console
4.0,15.6,131.61,1860.0,1,264.0,laptop
4.85,8.0,8.0,364.0,11,89.99,tablet
4.85,7.0,8.0,516.0,7,43.9,tablet
4.0,15.6,131.61,1900.0,10,429.0,laptop
3.0,5.2,32.0,157.2,29,259.0,smartphone
4.0,10.1,64.0,1200.0,1,388.0,tablet
2.0,5.2,16.0,150.6,48,143.6,smartphone
6.0,15.6,131.61,2100.0,5,529.0,laptop
2.0,5.7,16.0,155.85,29,149.2,smartphone
2.0,5.0,16.0,150.5,44,88.99,smartphone
4.0,15.6,128.0,1900.0,10,399.0,laptop
1.0,10.1,8.0,550.0,18,129.0,tablet
4.85,2.0,131.61,1016.32,34,46.65,smartphone
2.0,5.45,16.0,150.725,29,125.0,smartphone
3.0,5.5,32.0,158.5,9,189.72,smartphone
2.0,10.1,16.0,530.0,5,152.52,tablet
1.0,4.7,16.0,150.35,34,352.0,smartphone
4.0,15.6,256.0,2230.0,5,669.0,laptop
6.0,15.6,131.61,2170.0,10,579.0,laptop
4.85,11.0,512.0,468.0,19,1389.0,tablet
1.0,10.1,16.0,580.0,41,89.9,tablet
1.0,6.0,8.0,149.5,22,84.47,smartphone
4.0,11.3,1000.0,2100.0,9,359.5,console
4.85,1.77,131.61,1016.32,45,27.47,smartphone
16.0,17.3,131.61,2900.0,2,1490.0,laptop
8.0,14.0,128.0,2170.0,1,2530.9,tablet
4.85,7.0,8.0,516.0,7,43.9,tablet
8.0,5.72,64.0,163.44,39,848.99,smartphone
3.0,5.5,32.0,158.5,49,270.0,smartphone
1.0,7.0,8.0,330.0,11,59.0,tablet
8.0,15.6,256.0,2200.0,10,579.0,laptop
4.0,5.0,128.0,172.2,16,669.95,smartphone
4.0,5.85,64.0,164.7,36,230.95,smartphone
16.0,15.6,512.0,2060.0,3,1990.0,laptop
1.0,10.1,8.0,505.0,27,78.9,tablet
1.0,7.0,8.0,330.0,22,83.0,tablet
4.85,7.0,8.0,264.0,6,51.64,tablet
4.85,7.0,131.61,1016.32,4,49.9,tablet
8.0,15.6,131.61,2200.0,10,699.0,laptop
4.85,2.4,131.61,1016.32,14,64.98,smartphone
4.0,15.6,131.61,2200.0,10,499.0,laptop
16.0,17.3,131.61,2900.0,26,1679.0,laptop
16.0,17.3,131.61,2700.0,26,1381.0,laptop
3.0,5.5,16.0,155.75,20,172.0,smartphone
1.0,5.0,8.0,146.25,50,57.9,smartphone
3.0,6.0,32.0,162.0,20,209.1,smartphone
4.0,5.5,64.0,163.0,2,350.0,smartphone
1.0,7.0,8.0,330.0,11,59.0,tablet
1.0,10.1,32.0,556.0,41,139.0,tablet
8.0,15.6,131.61,2400.0,10,1019.0,laptop
4.0,4.5,64.0,161.0,51,509.9,smartphone
4.0,5.0,64.0,163.0,50,222.5,smartphone
4.0,15.6,131.61,1860.0,1,326.9,laptop
2.0,5.0,16.0,150.5,12,106.47,smartphone
8.0,13.3,256.0,1370.0,19,1629.0,laptop
4.0,15.6,131.61,2300.0,10,593.93,laptop
1.5,5.0,8.0,149.25,20,93.0,smartphone
16.0,17.3,131.61,3100.0,26,1810.0,laptop
2.0,10.1,16.0,535.0,33,113.0,tablet
12.0,15.6,131.61,1990.0,2,1244.0,laptop
8.0,14.0,131.61,1600.0,1,609.0,laptop
4.0,5.5,64.0,164.0,25,220.0,smartphone
4.0,5.5,32.0,157.5,25,146.95,smartphone
1.0,10.1,8.0,533.0,7,85.0,tablet
4.0,15.6,131.61,2100.0,10,679.0,laptop
1.0,5.0,8.0,149.25,14,84.98,smartphone
4.0,11.6,16.0,1230.0,1,189.0,laptop
8.0,15.6,131.61,1900.0,10,699.0,laptop
4.85,2.4,131.61,1016.32,52,41.8,smartphone
1.0,10.1,8.0,533.0,7,85.0,tablet
6.0,17.3,131.61,2800.0,10,569.0,laptop
6.0,6.26,128.0,177.04,25,291.0,smartphone
1.0,10.1,8.0,557.0,11,72.5,tablet
4.0,15.6,131.61,1970.0,1,494.0,laptop
4.0,15.6,128.0,2100.0,10,495.0,laptop
6.0,6.0,64.0,168.0,22,337.0,smartphone
8.0,15.6,131.61,1900.0,2,793.99,laptop
4.0,15.6,128.0,2200.0,10,499.0,laptop
24.0,14.0,512.0,1320.0,10,2049.0,laptop
4.0,15.6,131.61,2100.0,5,454.0,laptop
1.0,5.0,8.0,149.25,15,78.5,smartphone
4.0,5.85,64.0,164.7,36,168.95,smartphone
8.0,17.3,256.0,2600.0,26,1619.0,laptop
2.0,10.1,16.0,535.0,33,113.0,tablet
4.0,6.0,64.0,175.0,9,430.0,smartphone
3.0,5.99,32.0,158.99,29,166.49,smartphone
1.0,10.1,8.0,533.0,7,85.0,tablet
2.0,5.0,16.0,155.5,10,137.61,smartphone
2.0,5.7,16.0,155.85,29,110.35,smartphone
1.0,7.0,8.0,310.0,6,78.0,tablet
8.0,13.3,256.0,1200.0,53,1375.0,laptop
16.0,15.4,256.0,2040.0,19,2129.99,laptop
1.0,10.1,8.0,590.0,6,102.35,tablet
3.0,10.1,32.0,475.0,29,357.0,tablet
4.0,5.5,64.0,163.0,54,389.99,smartphone
4.85,2.4,131.61,1016.32,21,42.9,smartphone
4.0,11.3,1000.0,2100.0,9,349.0,console
2.0,5.0,16.0,150.5,44,114.0,smartphone
2.0,11.69,1000.0,2900.0,17,369.9,console
8.0,15.6,256.0,2200.0,3,1135.0,laptop
4.85,10.1,32.0,570.0,37,168.78,tablet
4.0,12.5,128.0,1860.0,1,1196.0,tablet
8.0,13.3,256.0,1620.0,3,1145.0,laptop
8.0,12.0,512.0,920.0,19,1179.0,laptop
2.0,5.99,16.0,154.995,55,179.84,smartphone
4.0,15.6,131.61,2200.0,10,699.9,laptop
1.5,7.0,8.0,283.0,20,152.3,tablet
1.0,7.0,8.0,350.0,41,79.5,tablet
2.0,5.0,16.0,150.5,10,85.0,smartphone
1.0,8.0,8.0,330.0,11,74.89,tablet
4.0,12.9,512.0,692.0,19,1375.0,tablet
4.0,5.7,64.0,170.4,9,669.79,smartphone
3.0,6.1,128.0,176.4,19,904.0,smartphone
2.0,5.99,16.0,150.995,43,149.0,smartphone
4.0,15.6,131.61,2000.0,53,627.0,laptop
16.0,15.6,131.61,2400.0,26,1339.0,laptop
4.0,15.6,131.61,1850.0,10,294.0,laptop
4.85,1.77,131.61,1016.32,11,12.99,smartphone
1.0,10.1,8.0,557.0,11,72.5,tablet
1.0,7.0,16.0,248.0,10,73.9,tablet
3.0,5.2,32.0,161.2,13,275.0,smartphone
1.0,7.0,8.0,289.0,11,61.0,tablet
1.0,7.0,8.0,310.0,6,78.0,tablet
8.0,13.9,256.0,1330.0,29,1699.0,laptop
2.0,10.1,16.0,550.0,56,165.0,tablet
4.0,10.8,32.0,686.5,22,346.19,tablet
1.0,8.0,8.0,330.0,11,74.89,tablet
4.85,2.4,131.61,1016.32,57,32.0,smartphone
8.0,15.6,256.0,3200.0,10,1179.0,laptop
8.0,13.3,256.0,1420.0,3,1635.0,laptop
4.85,2.4,131.61,1016.32,21,42.9,smartphone
1.0,7.0,8.0,248.0,10,64.5,tablet
2.0,10.1,16.0,535.0,33,113.0,tablet
1.0,5.5,8.0,146.375,36,65.5,smartphone
4.85,11.0,512.0,468.0,19,1585.0,tablet
8.0,17.3,131.61,3350.0,1,1128.0,laptop
2.0,5.0,16.0,155.5,20,110.95,smartphone
3.0,5.2,16.0,155.6,29,209.26,smartphone
2.0,5.0,16.0,155.5,29,128.0,smartphone
3.0,5.0,32.0,168.0,9,164.0,smartphone
4.0,15.6,256.0,1800.0,10,729.0,laptop
3.0,5.5,16.0,154.75,35,133.99,smartphone
3.0,10.1,32.0,460.0,29,293.88,tablet
4.85,1.4,131.61,1016.32,21,20.9,smartphone
4.0,15.6,131.61,2200.0,3,377.44,laptop
8.0,15.6,256.0,2180.0,3,986.0,laptop
1.0,5.5,8.0,143.375,58,77.9,smartphone
4.85,7.0,131.61,1016.32,4,49.9,tablet
2.0,5.0,16.0,155.5,20,114.8,smartphone
6.0,5.99,256.0,199.92,25,496.0,smartphone
4.0,15.6,256.0,1860.0,1,378.9,laptop
8.0,15.6,256.0,1880.0,3,1049.0,laptop
2.0,5.0,16.0,155.5,59,109.8,smartphone
32.0,17.3,1000.0,3490.0,39,5999.0,laptop
4.85,7.0,8.0,516.0,7,43.9,tablet
8.0,15.6,131.61,2300.0,5,468.0,laptop
1.0,2.8,8.0,143.89999999999995,22,69.89,smartphone
4.85,7.0,8.0,1016.32,7,44.6,tablet
4.85,7.0,8.0,516.0,7,43.9,tablet
8.0,15.6,131.61,1900.0,2,894.0,laptop
1.0,5.0,8.0,146.25,10,72.4,smartphone
2.0,5.2,16.0,155.6,35,91.3,smartphone
1.0,10.1,8.0,533.0,7,85.0,tablet
8.0,14.0,256.0,1750.0,10,963.99,laptop
1.5,8.0,16.0,393.0,20,382.0,tablet
1.5,8.0,16.0,393.0,20,382.0,tablet
16.0,17.3,131.61,4360.0,3,2599.0,laptop
4.85,12.9,512.0,631.0,19,1808.9,tablet
2.0,11.3,1000.0,2100.0,9,348.9,console
2.0,11.3,1000.0,2100.0,9,309.9,console
4.0,15.6,256.0,1910.0,1,478.89,laptop
8.0,13.3,256.0,1200.0,53,1469.0,laptop
1.0,10.1,8.0,533.0,7,85.0,tablet
1.0,6.0,16.0,151.0,15,140.49,smartphone
8.0,14.0,256.0,1650.0,10,1398.0,laptop
8.0,17.3,131.61,2700.0,2,1599.0,laptop
2.0,8.0,16.0,466.0,10,216.0,tablet
4.0,6.53,128.0,178.12,29,708.21,smartphone
8.0,17.3,131.61,2800.0,10,469.0,laptop
3.0,5.45,64.0,162.9,25,132.0,smartphone
6.0,5.8,64.0,170.6,9,950.0,smartphone
16.0,14.0,1000.0,1130.0,10,2876.0,laptop
1.0,7.0,8.0,300.0,10,130.0,tablet
4.0,5.5,64.0,163.0,29,368.0,smartphone
4.0,10.1,64.0,690.0,10,695.0,laptop
8.0,15.6,256.0,2180.0,3,854.99,laptop
16.0,15.6,131.61,2200.0,3,1114.0,laptop
4.0,15.6,128.0,1850.0,10,382.0,laptop
16.0,12.3,256.0,786.0,17,1990.0,tablet
1.0,7.0,8.0,330.0,22,83.0,tablet
1.0,7.0,8.0,300.0,10,130.0,tablet
1.0,7.0,8.0,310.0,6,78.0,tablet
8.0,15.6,256.0,2400.0,5,889.0,laptop
1.0,7.0,8.0,300.0,10,130.0,tablet
4.85,7.0,131.61,1016.32,4,49.9,tablet
4.85,7.0,8.0,1016.32,7,44.6,tablet
3.0,5.99,32.0,157.99,25,142.0,smartphone
3.0,5.2,32.0,161.2,32,117.8,smartphone
4.85,4.0,8.0,146.0,24,64.9,smartphone
4.0,10.1,64.0,530.0,5,319.0,tablet
4.0,10.8,32.0,686.5,22,346.19,tablet
2.0,5.2,16.0,150.6,15,92.93,smartphone
4.0,15.6,256.0,2200.0,10,388.0,laptop
4.0,5.5,64.0,163.0,55,370.0,smartphone
6.0,6.0,64.0,168.0,20,409.5,smartphone
4.0,12.9,256.0,692.0,19,1215.0,tablet
4.85,7.0,131.61,1016.32,4,49.9,tablet
1.0,5.0,16.0,147.5,15,67.79,smartphone
1.0,10.1,8.0,557.0,11,83.95,tablet
4.0,5.15,128.0,172.6,25,427.0,smartphone
16.0,17.3,131.61,2430.0,26,1889.0,laptop
1.0,8.0,8.0,380.0,18,88.9,tablet
4.85,2.4,131.61,1016.32,21,31.25,smartphone
4.0,5.2,64.0,166.4,34,825.0,smartphone
2.0,5.0,16.0,150.5,50,179.0,smartphone
16.0,15.6,131.61,3700.0,5,1349.0,laptop
16.0,15.6,131.61,2620.0,1,1649.0,laptop
4.0,5.8,128.0,175.2,29,486.25,smartphone
2.0,4.7,16.0,154.35,19,392.98,smartphone
8.0,14.0,256.0,1630.0,1,839.0,laptop
4.0,9.7,64.0,430.0,2,415.0,tablet
2.0,4.7,64.0,161.4,19,590.0,smartphone
8.0,17.3,256.0,2500.0,1,893.0,laptop
2.0,9.6,16.0,460.0,29,141.0,tablet
8.0,17.3,256.0,2800.0,10,689.0,laptop
16.0,13.3,512.0,1500.0,3,1249.0,laptop
1.0,10.1,8.0,610.0,11,68.99,tablet
2.0,14.0,32.0,1440.0,1,244.0,laptop
1.0,10.1,8.0,550.0,18,129.0,tablet
