367,1.0,10.1,8.0,550.0,Fluo,129.0,tablet
369,4.85,2.0,131.61,1016.32,CAT,46.65,smartphone
370,2.0,5.45,16.0,150.725,Huawei,125.0,smartphone
371,3.0,5.5,32.0,158.5,Sony,189.72,smartphone
372,2.0,10.1,16.0,530.0,Acer,152.52,tablet
373,1.0,4.7,16.0,150.35,CAT,352.0,smartphone
375,4.0,15.6,256.0,2230.0,Acer,669.0,laptop
376,6.0,15.6,131.61,2170.0,Lenovo,579.0,laptop
377,4.85,11.0,512.0,468.0,Apple,1389.0,tablet
378,1.0,10.1,16.0,580.0,Archos,89.9,tablet
379,1.0,6.0,8.0,149.5,MLS,84.47,smartphone
380,4.0,11.3,1000.0,2100.0,Sony,359.5,console
381,4.85,1.77,131.61,1016.32,FlameFox,27.47,smartphone
382,16.0,17.3,131.61,2900.0,Asus,1490.0,laptop
383,8.0,14.0,128.0,2170.0,HP,2530.9,tablet
384,4.85,7.0,8.0,516.0,Bitmore,43.9,tablet
385,8.0,5.72,64.0,163.44,Razer,848.99,smartphone
386,3.0,5.5,32.0,158.5,Elephone,270.0,smartphone
387,1.0,7.0,8.0,330.0,eStar,59.0,tablet
388,8.0,15.6,256.0,2200.0,Lenovo,579.0,laptop
389,4.0,5.0,128.0,172.2,Google,669.95,smartphone
390,4.0,5.85,64.0,164.7,Ulefone,230.95,smartphone
392,16.0,15.6,512.0,2060.0,Dell,1990.0,laptop
393,1.0,10.1,8.0,505.0,Denver,78.9,tablet
394,1.0,7.0,8.0,330.0,MLS,83.0,tablet
396,4.85,7.0,8.0,264.0,Crypto,51.64,tablet
